,District Name,January,February,March,April,May,June,July,August,September,October,November,December
217,Begusarai 2014,23.275,12.925,48.025,33.85,23.0,33.7,14.875,30.9,52.900000000000006,36.725,44.4,31.45
218,Paschim Champaran 2014,18.425,10.95,43.8,31.1,27.075,35.475,17.1,60.724999999999994,39.55,28.975,31.15,37.95
219,Malkangiri 2014,40.65,18.3,27.1,16.75,12.825,11.95,28.25,16.325,54.875,41.4,59.4,30.525
220,Koraput 2014,40.65,18.3,27.1,16.75,12.825,11.95,28.25,16.325,54.875,41.4,59.4,30.525
221,Bargarh 2014,35.925,16.35,27.475,17.95,15.625,13.0,25.1,13.35,49.25,39.275,53.5,27.425
222,Rayagada 2014,47.225,20.7,33.1,18.625,21.825,11.7,27.15,15.3,59.525,37.25,57.65,25.6
223,Varanasi 2014,23.275,12.925,48.025,33.85,23.0,33.7,14.875,30.9,52.900000000000006,36.725,44.4,31.45
224,Chandauli 2014,23.275,12.925,48.025,33.85,23.0,33.7,14.875,30.9,52.900000000000006,36.725,44.4,31.45
225,Fatehabad 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
226,Ambala 2014,19.375,9.075,35.3,30.05,47.65,46.1,14.375,69.9,33.7,30.6,27.325,35.725
227,Gurdaspur 2014,20.075,11.45,28.725,28.35,44.25,60.224999999999994,31.150000000000002,68.675,32.6,31.675,34.425,33.15
228,Rewari 2014,23.7,12.425,47.875,37.175,26.9,33.35,14.875,56.4,37.975,30.225,29.725,37.35
229,Bhiwani 2014,23.7,12.425,47.875,37.175,26.9,33.35,14.875,56.4,37.975,30.225,29.725,37.35
230,Kurukshetra 2014,19.375,9.075,35.3,30.05,47.65,46.1,14.375,69.9,33.7,30.6,27.325,35.725
231,Jhajjar 2014,23.7,12.425,47.875,37.175,26.9,33.35,14.875,56.4,37.975,30.225,29.725,37.35
232,Jind 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
233,Kaithal 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
234,Panipat 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
235,Saharanpur 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
236,Muzaffarnagar 2014,21.925,9.9,44.425000000000004,36.975,34.075,34.85,11.8,67.47500000000001,40.875,35.525,32.55,40.6
237,Panchsheel nagar 2014,23.7,12.425,47.875,37.175,26.9,33.35,14.875,56.4,37.975,30.225,29.725,37.35
238,Nirmal 2014,54.575,20.175,40.3,17.924999999999997,28.65,11.65,29.7,14.425,65.2,36.95,56.074999999999996,21.775
239,Siddipet 2014,35.125,16.075,23.125,15.7,9.575,11.8,27.875,15.575,49.5,43.125,58.6,33.175
240,East Godavari 2014,51.275,21.875,34.3,18.7,20.925,11.45,28.825,16.4,63.975,38.1,61.425,26.924999999999997
241,Dausa 2014,20.975,14.025,47.599999999999994,31.775,26.425,36.575,15.45,46.275,47.7,33.85,38.025,34.025
242,Bharatpur 2014,18.425,10.95,43.8,31.1,27.075,35.475,17.1,60.724999999999994,39.55,28.975,31.15,37.95
243,Ajmer 2014,16.25,13.0,48.099999999999994,31.075,31.125,41.575,17.1,61.875,45.125,30.35,32.025,36.425
244,Banaskantha 2014,7.375,8.075,72.675,55.275,31.35,55.724999999999994,9.175,46.975,56.8,37.575,39.9,39.45
245,Patan 2014,5.65,6.575,67.325,61.650000000000006,28.125,53.2,11.975,44.775,58.5,47.575,46.15,44.575
246,Sabarkantha 2014,5.65,6.575,67.325,61.650000000000006,28.125,53.2,11.975,44.775,58.5,47.575,46.15,44.575
247,Gandhinagar 2014,5.65,6.575,67.325,61.650000000000006,28.125,53.2,11.975,44.775,58.5,47.575,46.15,44.575
248,Mehsana 2014,5.65,6.575,67.325,61.650000000000006,28.125,53.2,11.975,44.775,58.5,47.575,46.15,44.575
249,Aravalli 2014,5.65,6.575,67.325,61.650000000000006,28.125,53.2,11.975,44.775,58.5,47.575,46.15,44.575
250,Junagadh 2014,6.8500000000000005,11.15,82.5,40.6,17.4,38.025,27.974999999999998,69.85,40.4,19.575,27.625,30.95
251,Jamnagar 2014,5.7250000000000005,7.25,78.65,66.825,23.65,51.0,11.775,46.125,55.925,39.725,43.225,43.6
252,Rajkot 2014,5.7250000000000005,7.25,78.65,66.825,23.65,51.0,11.775,46.125,55.925,39.725,43.225,43.6
253,Surendranagar 2014,5.7250000000000005,7.25,78.65,66.825,23.65,51.0,11.775,46.125,55.925,39.725,43.225,43.6
254,Gir Somnath 2014,5.05,15.375,112.05,61.0,23.9,44.225,20.275,67.8,54.8,36.95,44.7,55.575
255,Sangli 2015,25.125,46.125,53.95,28.175,10.375,4.25,0.5750000000000001,29.625,49.225,46.325,47.55,44.6
256,Solapur 2015,25.125,46.125,53.95,28.175,10.375,4.25,0.5750000000000001,29.625,49.225,46.325,47.55,44.6
257,Kolhapur 2015,7.575,25.475,54.975,22.05,12.025,4.675,1.175,19.35,67.55,71.05,91.225,37.475
258,Osmanabad 2015,34.125,50.8,52.45,30.1,12.075,8.05,2.425,38.325,49.2,41.575,36.725,49.475
259,Satara 2015,25.125,46.125,53.95,28.175,10.375,4.25,0.5750000000000001,29.625,49.225,46.325,47.55,44.6
260,Jalna 2015,42.9,57.2,53.475,28.475,14.775,9.525,5.8,41.95,57.075,43.125,41.125,57.925
261,Dhule 2015,28.475,48.05,48.5,26.775,15.575,11.425,4.7,39.974999999999994,51.675,41.65,47.9,46.675
262,Aurangabad 2015,37.625,53.825,51.575,27.975,14.6,9.85,5.075,40.8,54.275,42.15,41.875,53.575
263,Barddhaman 2015,32.3,50.125,47.35,25.075,16.0,11.274999999999999,5.65,39.85,53.275000000000006,39.875,45.55,49.325
264,Sitamarhi 2015,29.7,55.25,40.625,27.924999999999997,43.15,55.0,11.425,46.650000000000006,46.2,48.825,32.45,57.725
265,Samastipur 2015,27.7,56.85,43.05,28.075,37.275,37.525,8.2,40.625,51.35,49.35,35.5,58.125
266,Muzaffarpur 2015,29.7,55.25,40.625,27.924999999999997,43.15,55.0,11.425,46.650000000000006,46.2,48.825,32.45,57.725
267,Khagaria 2015,27.7,56.85,43.05,28.075,37.275,37.525,8.2,40.625,51.35,49.35,35.5,58.125
268,Begusarai 2015,27.7,56.85,43.05,28.075,37.275,37.525,8.2,40.625,51.35,49.35,35.5,58.125
269,Paschim Champaran 2015,30.85,53.475,38.975,30.599999999999998,44.6,73.65,14.5,52.0,35.925,53.675,33.2,58.175000000000004
270,Malkangiri 2015,44.375,57.875,54.0,29.175,14.475,9.5,5.824999999999999,42.75,57.475,43.225,39.425,58.975
271,Koraput 2015,44.375,57.875,54.0,29.175,14.475,9.5,5.824999999999999,42.75,57.475,43.225,39.425,58.975
272,Bargarh 2015,37.099999999999994,53.85,50.85,27.0,14.925,9.8,5.25,40.025,54.625,41.95,42.95,53.475
273,Rayagada 2015,46.8,60.7,54.25,26.975,15.625,8.725,6.800000000000001,41.05,60.475,44.025,44.15,61.925
274,Varanasi 2015,27.7,56.85,43.05,28.075,37.275,37.525,8.2,40.625,51.35,49.35,35.5,58.125
275,Chandauli 2015,27.7,56.85,43.05,28.075,37.275,37.525,8.2,40.625,51.35,49.35,35.5,58.125
276,Fatehabad 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
277,Ambala 2015,24.7,24.0,27.875,43.625,64.525,64.3,23.45,41.825,33.7,27.675,24.575000000000003,49.525
278,Gurdaspur 2015,27.1,17.8,27.2,39.1,60.275,66.825,26.625,47.75,39.650000000000006,27.475,27.15,42.475
279,Rewari 2015,33.375,59.775,40.4,40.875,45.35,77.7,14.3,52.8,34.0,76.72500000000001,46.3,65.1
280,Bhiwani 2015,33.375,59.775,40.4,40.875,45.35,77.7,14.3,52.8,34.0,76.72500000000001,46.3,65.1
281,Kurukshetra 2015,24.7,24.0,27.875,43.625,64.525,64.3,23.45,41.825,33.7,27.675,24.575000000000003,49.525
282,Jhajjar 2015,33.375,59.775,40.4,40.875,45.35,77.7,14.3,52.8,34.0,76.72500000000001,46.3,65.1
283,Jind 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
284,Kaithal 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
285,Panipat 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
286,Saharanpur 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
287,Muzaffarnagar 2015,33.125,46.075,34.825,40.625,53.05,72.725,17.75,48.975,36.5,47.55,33.275,60.6
288,Panchsheel nagar 2015,33.375,59.775,40.4,40.875,45.35,77.7,14.3,52.8,34.0,76.72500000000001,46.3,65.1
289,Nirmal 2015,49.65,61.85,58.95,26.725,14.65,6.475,7.1,38.525,69.3,53.474999999999994,53.8,66.175
290,Siddipet 2015,40.875,54.725,53.075,30.125,13.525,9.525,4.625,42.15,53.9,42.075,36.225,55.175
291,East Godavari 2015,51.625,63.675,56.6,28.5,15.85,8.575,7.425,42.775,63.175,45.6,44.1,65.775
292,Dausa 2015,29.7,55.25,40.625,27.924999999999997,43.15,55.0,11.425,46.650000000000006,46.2,48.825,32.45,57.725
293,Bharatpur 2015,30.85,53.475,38.975,30.599999999999998,44.6,73.65,14.5,52.0,35.925,53.675,33.2,58.175000000000004
294,Ajmer 2015,26.325,48.15,35.025,26.174999999999997,51.0,66.775,16.875,50.85,43.325,45.25,27.5,55.175
295,Banaskantha 2015,16.15,57.825,38.125,35.65,61.575,58.6,16.575,41.7,50.225,53.3,28.55,67.35
296,Patan 2015,13.45,54.6,44.075,42.8,66.875,53.775,22.275,39.9,49.575,58.25,33.35,72.8
297,Sabarkantha 2015,13.45,54.6,44.075,42.8,66.875,53.775,22.275,39.9,49.575,58.25,33.35,72.8
298,Gandhinagar 2015,13.45,54.6,44.075,42.8,66.875,53.775,22.275,39.9,49.575,58.25,33.35,72.8
299,Mehsana 2015,13.45,54.6,44.075,42.8,66.875,53.775,22.275,39.9,49.575,58.25,33.35,72.8
300,Aravalli 2015,13.45,54.6,44.075,42.8,66.875,53.775,22.275,39.9,49.575,58.25,33.35,72.8
301,Junagadh 2015,16.525,66.95,32.675,35.725,62.075,39.525,52.075,47.15,58.125,71.60000000000001,76.85,86.625
302,Jamnagar 2015,9.95,52.525,46.525,47.1,60.9,45.275,23.9,46.275,46.725,77.55,52.075,87.2
303,Rajkot 2015,9.95,52.525,46.525,47.1,60.9,45.275,23.9,46.275,46.725,77.55,52.075,87.2
304,Surendranagar 2015,9.95,52.525,46.525,47.1,60.9,45.275,23.9,46.275,46.725,77.55,52.075,87.2
305,Gir Somnath 2015,16.625,76.85,46.3,46.4,59.35,56.875,44.075,46.825,65.2,106.875,111.275,120.25
306,Sangli 2016,65.125,22.025,70.3,11.5,16.875,9.625,41.775,28.525,54.575,82.95,96.325,57.675
307,Solapur 2016,65.125,22.025,70.3,11.5,16.875,9.625,41.775,28.525,54.575,82.95,96.325,57.675
308,Kolhapur 2016,52.55,15.125,106.275,6.4,19.975,20.85,46.45,39.3,75.475,96.975,124.15,60.375
309,Osmanabad 2016,69.65,27.925,53.9,12.85,13.3,9.725,44.1,31.875,52.825,76.425,83.475,57.625
310,Satara 2016,65.125,22.025,70.3,11.5,16.875,9.625,41.775,28.525,54.575,82.95,96.325,57.675
311,Jalna 2016,71.5,36.325,50.875,12.675,13.75,10.725,42.675,37.375,67.35,77.725,82.325,62.2
312,Dhule 2016,62.275,27.675,54.775,11.075,17.05,10.225,42.475,32.8,56.025,68.525,80.2,53.7
313,Aurangabad 2016,68.35,32.575,51.849999999999994,12.2,14.9,10.5,42.725,35.55,62.175,74.475,81.425,58.875
314,Barddhaman 2016,62.199999999999996,31.075,49.6,10.15,16.4,9.925,40.65,33.4,61.575,66.45,76.575,54.175
315,Sitamarhi 2016,35.35,40.0,39.95,16.575,19.25,45.3,54.875,48.675,42.075,34.05,40.15,60.675
316,Samastipur 2016,43.925,42.375,41.275,9.475000000000001,16.8,34.8,54.4,37.925,48.675,48.3,53.625,68.8
317,Muzaffarpur 2016,35.35,40.0,39.95,16.575,19.25,45.3,54.875,48.675,42.075,34.05,40.15,60.675
318,Khagaria 2016,43.925,42.375,41.275,9.475000000000001,16.8,34.8,54.4,37.925,48.675,48.3,53.625,68.8
319,Begusarai 2016,43.925,42.375,41.275,9.475000000000001,16.8,34.8,54.4,37.925,48.675,48.3,53.625,68.8
320,Paschim Champaran 2016,23.6,33.325,34.475,22.325,22.45,58.075,59.65,56.1,35.475,17.125,24.825,50.199999999999996
321,Malkangiri 2016,72.875,37.0,49.775,12.925,11.525,10.85,43.275,37.5,67.525,78.75,82.325,63.0
322,Koraput 2016,72.875,37.0,49.775,12.925,11.525,10.85,43.275,37.5,67.525,78.75,82.325,63.0
323,Bargarh 2016,67.025,32.875,51.6,11.675,15.8,10.3,41.825,35.15,63.85,73.225,80.925,58.4
324,Rayagada 2016,71.275,39.9,51.85,12.225,16.85,10.3,40.075,38.400000000000006,75.825,78.675,83.625,64.85
325,Varanasi 2016,43.925,42.375,41.275,9.475000000000001,16.8,34.8,54.4,37.925,48.675,48.3,53.625,68.8
326,Chandauli 2016,43.925,42.375,41.275,9.475000000000001,16.8,34.8,54.4,37.925,48.675,48.3,53.625,68.8
327,Fatehabad 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
328,Ambala 2016,39.85,32.825,33.875,25.525,42.425,83.67500000000001,58.725,111.975,51.575,11.4,30.125,76.475
329,Gurdaspur 2016,37.675,36.45,34.025,26.725,39.225,82.225,65.3,101.05,62.2,13.725,27.849999999999998,80.225
330,Rewari 2016,28.15,35.949999999999996,38.050000000000004,24.625,27.725,55.6,61.0,63.7,41.275,17.3,25.85,60.55
331,Bhiwani 2016,28.15,35.949999999999996,38.050000000000004,24.625,27.725,55.6,61.0,63.7,41.275,17.3,25.85,60.55
332,Kurukshetra 2016,39.85,32.825,33.875,25.525,42.425,83.67500000000001,58.725,111.975,51.575,11.4,30.125,76.475
333,Jhajjar 2016,28.15,35.949999999999996,38.050000000000004,24.625,27.725,55.6,61.0,63.7,41.275,17.3,25.85,60.55
334,Jind 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
335,Kaithal 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
336,Panipat 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
337,Saharanpur 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
338,Muzaffarnagar 2016,34.925,34.75,38.025000000000006,26.4,32.225,64.925,59.7,83.45,46.05,15.95,30.175,63.6
339,Panchsheel nagar 2016,28.15,35.949999999999996,38.050000000000004,24.625,27.725,55.6,61.0,63.7,41.275,17.3,25.85,60.55
340,Nirmal 2016,74.0,41.725,64.65,11.225,19.75,12.3,41.349999999999994,39.925,89.94999999999999,98.0,101.575,70.375
341,Siddipet 2016,72.3,33.6,49.125,13.125,10.875,10.725,44.6,35.775,60.275,77.1,80.975,60.574999999999996
342,East Godavari 2016,75.2,42.975,51.625,12.975,15.325,10.475,40.95,39.275,79.575,83.175,86.475,67.975
343,Dausa 2016,35.35,40.0,39.95,16.575,19.25,45.3,54.875,48.675,42.075,34.05,40.15,60.675
344,Bharatpur 2016,23.6,33.325,34.475,22.325,22.45,58.075,59.65,56.1,35.475,17.125,24.825,50.199999999999996
345,Ajmer 2016,25.125,39.875,32.0,18.575,19.1,60.175,65.025,56.8,36.45,20.9,27.525,55.225
346,Banaskantha 2016,21.05,48.125,30.75,9.0,15.850000000000001,67.25,84.775,43.05,31.950000000000003,26.1,34.425,93.4
347,Patan 2016,23.5,40.7,34.85,12.925,18.075,76.35,95.025,45.349999999999994,32.9,29.35,39.45,92.325
348,Sabarkantha 2016,23.5,40.7,34.85,12.925,18.075,76.35,95.025,45.349999999999994,32.9,29.35,39.45,92.325
349,Gandhinagar 2016,23.5,40.7,34.85,12.925,18.075,76.35,95.025,45.349999999999994,32.9,29.35,39.45,92.325
350,Mehsana 2016,23.5,40.7,34.85,12.925,18.075,76.35,95.025,45.349999999999994,32.9,29.35,39.45,92.325
351,Aravalli 2016,23.5,40.7,34.85,12.925,18.075,76.35,95.025,45.349999999999994,32.9,29.35,39.45,92.325
352,Junagadh 2016,29.125,23.2,15.925,13.8,14.6,92.925,100.475,41.65,46.925,22.25,14.025,52.275000000000006
353,Jamnagar 2016,32.775,40.05,28.75,11.375,19.475,69.175,84.525,40.95,43.2,29.6,62.5,84.0
354,Rajkot 2016,32.775,40.05,28.75,11.375,19.475,69.175,84.525,40.95,43.2,29.6,62.5,84.0
355,Surendranagar 2016,32.775,40.05,28.75,11.375,19.475,69.175,84.525,40.95,43.2,29.6,62.5,84.0
356,Gir Somnath 2016,38.425000000000004,24.25,26.875,16.125,23.974999999999998,80.35,89.15,40.65,52.65,42.9,24.125,88.25
357,Sangli 2017,43.125,78.2,71.7,19.625,11.85,3.525,9.725,15.950000000000001,41.425,34.449999999999996,8.6,42.425
358,Solapur 2017,43.125,78.2,71.7,19.625,11.85,3.525,9.725,15.950000000000001,41.425,34.449999999999996,8.6,42.425
359,Kolhapur 2017,41.3,117.15,98.525,13.275,22.675,7.4,14.75,20.6,60.1,55.45,19.475,42.75
360,Osmanabad 2017,43.625,63.775,59.625,19.775,7.475,5.875,12.275,17.625,36.95,33.225,8.6,43.55
361,Satara 2017,43.125,78.2,71.7,19.625,11.85,3.525,9.725,15.950000000000001,41.425,34.449999999999996,8.6,42.425
362,Jalna 2017,51.325,61.4,62.45,20.55,7.35,7.8999999999999995,19.175,19.15,40.45,36.3,7.475,38.125
363,Dhule 2017,46.875,59.875,60.225,20.55,10.549999999999999,5.425000000000001,18.6,17.75,36.125,34.025,10.525,40.5
364,Aurangabad 2017,48.725,60.5,61.2,20.325,8.225,6.825,18.125,18.5,38.525,35.175,8.15,39.125
365,Barddhaman 2017,48.75,55.225,59.025,19.6,9.2,5.625,20.875,16.25,35.6,33.225,7.7,35.6
366,Sitamarhi 2017,60.6,49.05,51.849999999999994,22.875,22.7,28.2,51.550000000000004,57.4,35.800000000000004,27.375,37.875,33.25
367,Samastipur 2017,64.65,55.575,60.725,23.674999999999997,21.45,21.25,34.175,47.25,31.825,30.175,32.425,39.8
368,Muzaffarpur 2017,60.6,49.05,51.849999999999994,22.875,22.7,28.2,51.550000000000004,57.4,35.800000000000004,27.375,37.875,33.25
369,Khagaria 2017,64.65,55.575,60.725,23.674999999999997,21.45,21.25,34.175,47.25,31.825,30.175,32.425,39.8
370,Begusarai 2017,64.65,55.575,60.725,23.674999999999997,21.45,21.25,34.175,47.25,31.825,30.175,32.425,39.8
371,Paschim Champaran 2017,54.725,33.475,42.275,21.65,23.7,33.175,75.925,61.25,35.3,19.625,42.325,25.65
372,Malkangiri 2017,51.0,61.625,61.6,20.375,6.075,8.325,18.675,19.575000000000003,40.875,36.375,7.2749999999999995,38.65
373,Koraput 2017,51.0,61.625,61.6,20.375,6.075,8.325,18.675,19.575000000000003,40.875,36.375,7.2749999999999995,38.65
374,Bargarh 2017,49.525,59.525000000000006,61.675,20.175,8.625,6.65,19.2,17.75,38.225,34.875,7.6,37.225
375,Rayagada 2017,55.875,61.4,65.825,21.025,8.7,7.8999999999999995,22.725,18.55,42.775,37.025,6.0,34.05
376,Varanasi 2017,64.65,55.575,60.725,23.674999999999997,21.45,21.25,34.175,47.25,31.825,30.175,32.425,39.8
377,Chandauli 2017,64.65,55.575,60.725,23.674999999999997,21.45,21.25,34.175,47.25,31.825,30.175,32.425,39.8
378,Fatehabad 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
379,Ambala 2017,42.175,26.725,43.0,29.1,27.975,51.925,51.55,75.65,31.424999999999997,23.725,49.550000000000004,26.5
380,Gurdaspur 2017,39.8,29.075,35.85,26.8,30.2,56.45,45.125,78.825,36.525,33.375,45.725,29.275
381,Rewari 2017,65.7,33.8,49.825,23.35,30.1,35.75,85.3,65.375,32.85,21.2,45.65,26.625
382,Bhiwani 2017,65.7,33.8,49.825,23.35,30.1,35.75,85.3,65.375,32.85,21.2,45.65,26.625
383,Kurukshetra 2017,42.175,26.725,43.0,29.1,27.975,51.925,51.55,75.65,31.424999999999997,23.725,49.550000000000004,26.5
384,Jhajjar 2017,65.7,33.8,49.825,23.35,30.1,35.75,85.3,65.375,32.85,21.2,45.65,26.625
385,Jind 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
386,Kaithal 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
387,Panipat 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
388,Saharanpur 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
389,Muzaffarnagar 2017,57.074999999999996,30.85,47.1,27.15,29.1,39.45,62.575,70.75,34.1,22.575,53.9,28.225
390,Panchsheel nagar 2017,65.7,33.8,49.825,23.35,30.1,35.75,85.3,65.375,32.85,21.2,45.65,26.625
391,Nirmal 2017,60.725,78.775,78.85,20.65,12.525,9.3,23.875,21.125,56.075,42.75,5.975,32.625
392,Siddipet 2017,46.95,61.125,58.55,19.8,5.725,7.825,15.725,19.15,38.625,35.225,8.275,41.65
393,East Godavari 2017,58.525,63.675,67.25,21.75,7.875,8.85,23.225,19.5,45.0,38.15,5.925,34.15
394,Dausa 2017,60.6,49.05,51.849999999999994,22.875,22.7,28.2,51.550000000000004,57.4,35.800000000000004,27.375,37.875,33.25
395,Bharatpur 2017,54.725,33.475,42.275,21.65,23.7,33.175,75.925,61.25,35.3,19.625,42.325,25.65
396,Ajmer 2017,56.85,41.975,43.225,22.85,23.4,35.525,65.775,67.6,35.575,22.85,44.95,30.525
397,Banaskantha 2017,79.425,50.375,64.6,29.349999999999998,35.800000000000004,40.775,51.625,82.55,17.8,25.875,57.5,50.1
398,Patan 2017,79.225,51.15,65.225,33.275,38.025,42.325,53.825,82.0,14.1,37.2,60.975,51.0
399,Sabarkantha 2017,79.225,51.15,65.225,33.275,38.025,42.325,53.825,82.0,14.1,37.2,60.975,51.0
400,Gandhinagar 2017,79.225,51.15,65.225,33.275,38.025,42.325,53.825,82.0,14.1,37.2,60.975,51.0
401,Mehsana 2017,79.225,51.15,65.225,33.275,38.025,42.325,53.825,82.0,14.1,37.2,60.975,51.0
402,Aravalli 2017,79.225,51.15,65.225,33.275,38.025,42.325,53.825,82.0,14.1,37.2,60.975,51.0
403,Junagadh 2017,72.3,32.8,40.425,15.9,25.575,21.925,84.125,76.0,11.675,35.275,55.2,24.7
404,Jamnagar 2017,88.725,50.825,65.025,34.15,40.325,30.475,57.7,76.15,10.175,38.35,63.225,47.425
405,Rajkot 2017,88.725,50.825,65.025,34.15,40.325,30.475,57.7,76.15,10.175,38.35,63.225,47.425
406,Surendranagar 2017,88.725,50.825,65.025,34.15,40.325,30.475,57.7,76.15,10.175,38.35,63.225,47.425
407,Gir Somnath 2017,87.125,40.9,61.525,30.825,38.675,23.125,85.7,83.675,6.825,51.825,79.25,35.425
